,0,1,2,Cluster_ID(3-means),age-interval(3-means),Cluster_ID(4-means),age-interval(4-means),Cluster_ID(5-means),age-interval(5-means),Cluster_ID(6-means),age-interval(6-means),Cluster_ID(7-means),age-interval(7-means),Cluster_ID(8-means),age-interval(8-means)
2681,854249000000,77.5,'male',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
2682,854351000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2683,855368000000,13.0,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2684,855609000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2685,855789000000,27.8220397,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2686,855821000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2687,856532000000,9.79,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2688,856562000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2689,857146000000,19.33,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2690,857483000000,16.0,'male',2,6 - 17,3,6 - 16,0,16 - 24,2,6 - 16,3,15 - 22,4,15 - 21
2691,858288000000,25.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
2692,858716000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2693,858765000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2694,858944000000,30.14373717,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,7,25 - 31
2695,859072000000,39.2526,'male',1,17 - 42,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,5,31 - 39
2696,859835000000,27.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2697,860138000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2698,860969000000,11.909,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2699,861146000000,18.9,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2700,861531000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2701,861784000000,10.119097,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2702,862294000000,13.65205479,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2703,862349000000,58.56810404,'female',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
2704,862351000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2705,862538000000,49.9192334,'female',0,42 - 86,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
2706,862729000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2707,862934000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2708,863159000000,9.03287671,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2709,863700000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2710,864075000000,24.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2711,864390000000,27.5,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2712,864417000000,27.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2713,864522000000,27.5,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2714,865050000000,18.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2715,865130000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2716,865463000000,10.60821918,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2717,865831000000,12.36164384,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2718,865880000000,11.01917808,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2719,866125000000,67.16221766,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
2720,866415000000,16.0,'female',2,6 - 17,3,6 - 16,0,16 - 24,2,6 - 16,3,15 - 22,4,15 - 21
2721,866498000000,23.948,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2722,866659000000,71.0,'male',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
2723,866714000000,62.5,'female',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
2724,866905000000,22.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,2,22 - 25
2725,866922000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2726,867260000000,42.50787132,'female',0,42 - 86,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
2727,867582000000,12.5777,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2728,867701000000,20.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2729,868182000000,27.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2730,868371000000,13.6,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2731,868388000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2732,868866000000,72.5,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
2733,869287000000,22.5,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2734,869523000000,7.989049,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2735,869561000000,25.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
2736,869793000000,63.86858316,'male',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
2737,869808000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2738,870097000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2739,870310000000,11.16986301,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2740,870383000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2741,870394000000,27.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2742,870400000000,17.9,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2743,870654000000,34.43,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
2744,871014000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2745,871062000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2746,871227000000,45.69746749,'male',0,42 - 86,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
2747,871328000000,19.8,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2748,871665000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2749,872220000000,26.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2750,872310000000,25.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
2751,872499000000,35.07186858,'male',1,17 - 42,2,29 - 50,3,24 - 37,3,35 - 50,6,28 - 38,5,31 - 39
2752,872530000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2753,872891000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2754,873064000000,22.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,2,22 - 25
2755,873857000000,71.0,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
2756,874881000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2757,875391000000,27.5,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2758,875887000000,14.66,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2759,875946000000,18.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2760,876066000000,14.25,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2761,876169000000,14.0,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2762,876267000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2763,876414000000,9.1369863,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2764,876583000000,24.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2765,877524000000,22.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,2,22 - 25
2766,877752000000,61.33607118,'female',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
2767,877770000000,19.06,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2768,878102000000,13.82,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2769,878124000000,24.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2770,878299000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2771,878902000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2772,878981000000,25.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
2773,880687000000,32.64339493,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
2774,880812000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2775,880909000000,52.53114305,'male',0,42 - 86,1,51 - 86,2,37 - 56,5,50 - 64,1,51 - 64,6,52 - 65
2776,881158000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2777,881515000000,25.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
2778,881703000000,25.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
2779,881951000000,14.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2780,881978000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2781,882803000000,27.5,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2782,882865000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2783,883719000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2784,885298000000,67.5,'male',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
2785,886004000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2786,886027000000,22.5,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2787,886413000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2788,886636000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2789,887283000000,8.55616438,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2790,887425000000,76.0,'male',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
2791,887531000000,25.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
2792,887797000000,29.73853525,'female',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,7,25 - 31
2793,887907000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2794,888083000000,14.3,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2795,888375000000,72.5,'male',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
2796,888391000000,35.02258727,'female',1,17 - 42,2,29 - 50,3,24 - 37,3,35 - 50,6,28 - 38,5,31 - 39
2797,889248000000,49.0,'male',0,42 - 86,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
2798,889476000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2799,890264000000,60.07392197,'female',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
2800,890364000000,74.01232033,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
2801,890379000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2802,890441000000,9.57534247,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2803,890708000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2804,890940000000,31.0,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,7,25 - 31
2805,891013000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2806,891339000000,10.63013699,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2807,891610000000,13.0,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2808,891620000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2809,891644000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2810,891720000000,14.09,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2811,892537000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2812,892594000000,6.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2813,892947000000,18.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2814,892981000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2815,893262000000,11.25,'female',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2816,893805000000,28.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2817,893819000000,8.2656,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2818,894333000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2819,894511000000,46.0,'male',0,42 - 86,2,29 - 50,2,37 - 56,3,35 - 50,4,38 - 51,3,40 - 51
2820,894513000000,12.36,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2821,894681000000,55.59753593,'female',0,42 - 86,1,51 - 86,2,37 - 56,5,50 - 64,1,51 - 64,6,52 - 65
2822,895134000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2823,895398000000,18.5517,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2824,895751000000,28.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2825,896035000000,53.74948665,'male',0,42 - 86,1,51 - 86,2,37 - 56,5,50 - 64,1,51 - 64,6,52 - 65
2826,896261000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2827,896363000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2828,898016000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2829,898718000000,11.83,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2830,899088000000,10.43561644,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2831,899096000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2832,899919000000,31.80835044,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
2833,900005000000,54.0,'female',0,42 - 86,1,51 - 86,2,37 - 56,5,50 - 64,1,51 - 64,6,52 - 65
2834,900102000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2835,900154000000,12.6,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2836,900348000000,33.0,'female',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
2837,900503000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2838,900669000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2839,901005000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2840,901033000000,70.10540726,'male',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
2841,901047000000,26.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2842,901077000000,66.01505818,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
2843,901120000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2844,901679000000,22.5,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2845,901854000000,24.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2846,902497000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2847,902599000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2848,902688000000,10.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2849,903070000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2850,903103000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2851,903138000000,18.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2852,903309000000,60.97467488,'male',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
2853,904151000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2854,904230000000,9.0,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2855,904299000000,29.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,6,28 - 38,7,25 - 31
2856,904786000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2857,904963000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2858,905468000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2859,905521000000,16.66,'female',2,6 - 17,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2860,905656000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2861,905823000000,19.7,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2862,906109000000,12.35342466,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2863,906157000000,25.66187543,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
2864,906563000000,25.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
2865,906894000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2866,907155000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2867,907173000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2868,907847000000,32.0,'male',1,17 - 42,2,29 - 50,3,24 - 37,4,24 - 34,6,28 - 38,5,31 - 39
2869,907978000000,27.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2870,908408000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2871,908536000000,52.5338809,'female',0,42 - 86,1,51 - 86,2,37 - 56,5,50 - 64,1,51 - 64,6,52 - 65
2872,908737000000,19.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2873,909165000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2874,910257000000,52.5,'male',0,42 - 86,1,51 - 86,2,37 - 56,5,50 - 64,1,51 - 64,6,52 - 65
2875,910309000000,27.5,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2876,910315000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2877,911499000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2878,911596000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2879,911803000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2880,912008000000,17.2,'male',2,6 - 17,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2881,912062000000,58.65845311,'male',0,42 - 86,1,51 - 86,1,56 - 86,5,50 - 64,1,51 - 64,6,52 - 65
2882,912195000000,11.45,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2883,912438000000,21.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2884,912891000000,25.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
2885,913496000000,12.15,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2886,913530000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2887,913628000000,73.53867214,'female',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
2888,914049000000,25.0,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
2889,914173000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2890,914186000000,21.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2891,914211000000,22.5,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2892,914485000000,27.5,'male',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,7,25 - 31
2893,914841000000,25.0,'female',1,17 - 42,0,16 - 29,3,24 - 37,4,24 - 34,2,22 - 28,2,22 - 25
2894,915026000000,68.48459959,'male',0,42 - 86,1,51 - 86,1,56 - 86,1,65 - 86,5,65 - 86,1,65 - 86
2895,915468000000,11.2,'male',2,6 - 17,3,6 - 16,4,6 - 15,2,6 - 16,0,6 - 15,0,6 - 15
2896,915647000000,19.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,3,15 - 22,4,15 - 21
2897,915876000000,23.0,'female',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
2898,916403000000,23.0,'male',1,17 - 42,0,16 - 29,0,16 - 24,0,16 - 24,2,22 - 28,2,22 - 25
